+793572534.0ns;205;905;1;128;false;30;4294967295;30;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-79.2311;false
+795020530.0ns;118;905;1;131;false;119;200;119;OfdmRate1_2MbpsBW1MHz;0;0;1;false;false;0;-113.976;-77.5804;false
+796180550.0ns;206;905;1;128;false;200;4294967295;200;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-93.5804;false
+797984575.0ns;29;905;1;131;false;200;153;200;OfdmRate1_2MbpsBW1MHz;4;0;1;false;false;0;-113.976;-91.0735;true
+799144590.0ns;208;905;1;128;false;153;4294967295;153;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-75.0735;false
+800644589.0ns;120;905;1;131;false;138;200;138;OfdmRate1_2MbpsBW1MHz;0;0;1;false;false;0;-113.976;-74.3128;false
+801804603.0ns;209;905;1;128;false;200;4294967295;200;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-90.3128;false
+803928614.0ns;122;905;1;131;false;130;200;130;OfdmRate1_2MbpsBW1MHz;0;0;1;false;false;0;-113.976;-72.248;false
+805088625.0ns;210;905;1;128;false;200;4294967295;200;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-88.248;false
+806736636.0ns;17;905;1;131;false;200;156;200;OfdmRate1_2MbpsBW1MHz;3;0;1;false;false;0;-113.976;-88.248;true
+807896647.0ns;212;905;1;128;false;156;4294967295;156;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-72.248;false
+809708656.0ns;124;905;1;131;false;75;200;75;OfdmRate1_2MbpsBW1MHz;0;0;1;false;false;0;-113.976;-77.8892;false
+810868676.0ns;213;905;1;128;false;200;4294967295;200;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-93.8892;false
+812420687.0ns;128;905;1;131;false;115;200;115;OfdmRate1_2MbpsBW1MHz;0;0;1;false;false;0;-113.976;-71.9787;false
+813580698.0ns;214;905;1;128;false;200;4294967295;200;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-87.9787;false
+815288710.0ns;130;905;1;131;false;145;200;145;OfdmRate1_2MbpsBW1MHz;0;0;1;false;false;0;-113.976;-72.9718;false
+816448722.0ns;215;905;1;128;false;200;4294967295;200;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-88.9718;false
+817948739.0ns;132;905;1;131;false;133;200;133;OfdmRate1_2MbpsBW1MHz;0;0;1;false;false;0;-113.976;-76.5003;false
+819108756.0ns;216;905;1;128;false;200;4294967295;200;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-92.5003;false
+823600766.0ns;134;905;1;131;false;144;200;144;OfdmRate1_2MbpsBW1MHz;0;0;1;false;false;0;-113.976;-71.6924;false
+824760776.0ns;218;905;1;128;false;200;4294967295;200;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-87.6924;false
+826104796.0ns;136;905;1;131;false;166;200;166;OfdmRate1_2MbpsBW1MHz;0;0;1;false;false;0;-113.976;-77.8139;false
+827264816.0ns;219;905;1;128;false;200;4294967295;200;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-93.8139;false
+829076828.0ns;139;905;1;131;false;159;200;159;OfdmRate1_2MbpsBW1MHz;0;0;1;false;false;0;-113.976;-72.9718;false
+830236840.0ns;220;905;1;128;false;200;4294967295;200;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-88.9718;false
+832256860.0ns;141;905;1;131;false;182;200;182;OfdmRate1_2MbpsBW1MHz;0;0;1;false;false;0;-113.976;-77.6596;false
+833416880.0ns;221;905;1;128;false;200;4294967295;200;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-93.6596;false
+834968895.0ns;143;905;1;131;false;117;200;117;OfdmRate1_2MbpsBW1MHz;0;0;1;false;false;0;-113.976;-75.0735;false
+836128910.0ns;222;905;1;128;false;200;4294967295;200;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-91.0735;false
+837576930.0ns;146;905;1;131;false;105;200;105;OfdmRate1_2MbpsBW1MHz;0;0;1;false;false;0;-113.976;-77.5804;false
+838736950.0ns;223;905;1;128;false;200;4294967295;200;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-93.5804;false
+840132974.0ns;148;905;1;131;false;44;200;44;OfdmRate1_2MbpsBW1MHz;0;0;1;false;false;0;-113.976;-79.2311;false
+841292998.0ns;224;905;1;128;false;200;4294967295;200;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-95.2311;false
+843313013.0ns;150;905;1;131;false;107;200;107;OfdmRate1_2MbpsBW1MHz;0;0;1;false;false;0;-113.976;-75.0735;false
+844473028.0ns;225;905;1;128;false;200;4294967295;200;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-91.0735;false
+845817038.0ns;153;905;1;131;false;140;200;140;OfdmRate1_2MbpsBW1MHz;0;0;1;false;false;0;-113.976;-71.6924;false
+846977048.0ns;226;905;1;128;false;200;4294967295;200;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-87.6924;false
+848685061.0ns;155;905;1;131;false;52;200;52;OfdmRate1_2MbpsBW1MHz;0;0;1;false;false;0;-113.976;-73.5957;false
+849845074.0ns;227;905;1;128;false;200;4294967295;200;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-89.5957;false
+851501090.0ns;157;905;1;131;false;77;200;77;OfdmRate1_2MbpsBW1MHz;0;0;1;false;false;0;-113.976;-75.6012;false
+852661106.0ns;228;905;1;128;false;200;4294967295;200;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-91.6012;false
+854369117.0ns;159;905;1;131;false;94;200;94;OfdmRate1_2MbpsBW1MHz;0;0;1;false;false;0;-113.976;-72.248;false
+855529128.0ns;229;905;1;128;false;200;4294967295;200;OfdmRate300KbpsBW1MHz;0;0;1;false;false;0;-113.976;-88.248;false
